,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
312301,312301,Dorothy,Washington,59452 Williams Garden Squares,West Garyton,MD,+12025550124,2010-05-11,829-65-6389,4,7,b88e8a
312302,312302,Lisa,Gross,66259 Luis Throughway Shoals,West Garyton,MD,+12025550124,2010-03-18,636-49-3924,5,15,322f0c
312303,312303,Jacqueline,Sanchez,05001 Christopher Inlet Passage,West Garyton,MD,+12025550191,2009-09-12,403-87-4677,5,7,5552df
312304,312304,Thomas,Garcia,80566 Myers Neck Bridge,West Garyton,MD,+12025550187,2010-12-11,011-09-2820,4,3,f04d2d
312305,312305,Jose,Gardner,28720 Whitney Corners Springs,West Garyton,MD,+12025550188,2010-05-05,578-79-3799,4,5,f85f1f
312306,312306,Julia,Hamilton,175 Trujillo Causeway Extension,West Garyton,MD,+12025550124,2011-07-31,115-67-3404,3,4,a5335c
312307,312307,Andrew,Hester,811 Eric Pine Pike,West Garyton,MD,+12025550187,2004-03-23,681-66-7003,11,114,17ba99
312308,312308,Joseph,Davis,525 Natalie Lakes Prairie,West Garyton,MD,+12025550187,2011-10-17,336-54-2301,3,10,0d5f58
312309,312309,Steven,Arellano,954 Keith Trace Squares,West Garyton,MD,+12025550188,2013-07-09,361-93-7948,1,13,20fe2e
312310,312310,Joy,Watkins,441 Patrick Junctions Trail,West Garyton,MD,+12025550188,2011-03-15,665-39-6296,4,3,90b848
312311,312311,Christopher,Smith,5658 Christopher Dale Harbors,West Garyton,MD,+12025550124,2013-08-20,511-49-6341,1,10,3c9c33
312312,312312,Nicholas,Alvarado,95790 Cox Shoal Road,West Garyton,MD,+12025550124,2008-08-12,623-53-2478,6,11,b2c00a
312313,312313,Jasmin,Hardy,5859 Elizabeth Cove Corner,West Garyton,MD,+12025550188,2003-07-15,693-25-7251,11,55,80cc2f
312314,312314,Nicholas,Charles,5690 James Trace Port,West Garyton,MD,+12025550124,2003-11-26,080-47-1620,11,62,ff042e
312315,312315,Nicholas,Williams,19741 Alexander Well Forest,West Garyton,MD,+12025550124,2010-03-16,023-52-1289,5,8,5edf51
312316,312316,Andrea,Wells,134 Crystal Islands Pike,West Garyton,MD,+12025550191,2003-08-07,808-55-4106,11,100,b78dfd
312317,312317,Elizabeth,Black,542 Nelson Divide Prairie,West Garyton,MD,+12025550105,2013-07-19,519-20-5216,1,3,908872
312318,312318,Cynthia,Ho,04433 Hunter Mountains Haven,West Garyton,MD,+12025550191,2004-08-13,568-64-0012,10,58,6d3556
312319,312319,Margaret,Robbins,718 Kendra Islands Pine,West Garyton,MD,+12025550124,2014-01-29,096-54-5155,1,14,e23bac
312320,312320,Martin,Gardner,9697 Clark Drive Way,West Garyton,MD,+12025550188,2006-06-07,645-57-4843,8,11,e0e3e0
312321,312321,Linda,Jimenez,45148 Johnson Harbor Well,West Garyton,MD,+12025550137,2013-10-30,632-40-0198,1,14,5ff59f
312322,312322,Christopher,Wise,5760 Jennifer Ramp Lake,West Garyton,MD,+12025550188,2012-10-13,661-61-6476,2,10,e52f85
312323,312323,Renee,Khan,628 Butler Courts Junctions,West Garyton,MD,+12025550191,2004-09-10,782-77-3789,10,93,4c762f
312324,312324,Jason,Thompson,1211 Phillips Garden Flat,West Garyton,MD,+12025550188,2011-05-23,074-82-8253,3,12,3fcfa7
312325,312325,Jasmine,Meyer,5681 Hester Summit Mall,West Garyton,MD,+12025550191,2006-10-18,461-61-5588,8,6,e03c3c
312326,312326,Cassandra,Hayes,96037 Palmer Camp Glen,West Garyton,MD,+12025550191,2013-07-01,381-99-6515,1,3,d1d6a3
312327,312327,Shawn,Ortiz,36921 Ashley Via Creek,West Garyton,MD,+12025550191,2013-03-29,758-88-0698,2,1,b40bcc
312328,312328,David,Jones,86083 Larry Stream Fort,West Garyton,MD,+12025550137,2009-11-06,898-27-0113,5,10,e2d703
312329,312329,Stephanie,Tucker,6252 Stephanie Circle Harbors,West Garyton,MD,+12025550105,2010-12-15,615-73-7035,4,3,bffbdb
312330,312330,Brittany,Turner,19511 Dillon Forks Trail,West Garyton,MD,+12025550137,2011-03-30,371-13-6211,4,7,721b7a
312331,312331,Lisa,Brown,6492 Shepherd Shores Row,West Garyton,MD,+12025550187,2014-03-05,684-01-8265,1,8,126ffc
312332,312332,Seth,Stevens,09224 Williamson Fort Mill,West Garyton,MD,+12025550187,2008-02-08,070-57-5937,7,4,e8970b
312333,312333,Lori,Matthews,205 Wendy Corner Rest,West Garyton,MD,+12025550105,2006-03-16,645-28-3661,9,52,746c6f
312334,312334,Alyssa,Sellers,1250 Brian Brooks Crest,West Garyton,MD,+12025550137,2011-09-07,297-21-2833,3,4,8199ac
312335,312335,April,Carpenter,954 Hale Junction Drives,West Garyton,MD,+12025550124,2012-12-04,639-95-2331,2,6,c60492
312336,312336,Christy,Farrell,47380 Melvin Branch Hills,West Garyton,MD,+12025550124,2004-04-29,785-45-6318,11,101,7ca333
312337,312337,Ricky,Price,71785 John Parkway Oval,West Garyton,MD,+12025550105,2003-03-08,132-50-2210,12,74,f8b3f1
312338,312338,Robin,Flores,45876 Robinson Street Throughway,West Garyton,MD,+12025550137,2003-07-23,874-45-8013,11,105,e30fe0
312339,312339,Tyler,Hutchinson,845 James Glens Gardens,West Garyton,MD,+12025550105,2008-06-22,232-77-8084,6,1,ad08a5
312340,312340,Kevin,Thompson,6378 Edwards Cape Loaf,West Garyton,MD,+12025550191,2005-03-22,428-18-6751,10,115,8cd1b5
312341,312341,Patrick,Larson,45338 Nguyen Keys Crossroad,West Garyton,MD,+12025550124,2002-08-30,846-79-8277,12,74,864283
312342,312342,Robert,Anderson,764 Perez Lock Island,West Garyton,MD,+12025550188,2012-07-02,830-11-7090,2,6,8312e2
312343,312343,Joseph,Norman,07502 Russell Trafficway Valley,West Garyton,MD,+12025550124,2006-10-16,469-88-7994,8,15,97d498
312344,312344,Eric,Brown,06528 Wood Island Hills,West Garyton,MD,+12025550124,2011-09-30,583-22-9321,3,10,1cc909
312345,312345,Nancy,Hamilton,7330 Friedman Walks Loaf,West Garyton,MD,+12025550124,2002-06-11,603-36-8203,12,109,72b7b4
312346,312346,Eileen,Kelly,9762 Julie Flats Garden,West Garyton,MD,+12025550187,2008-05-07,371-89-1947,6,15,bc71ed
312347,312347,John,Levine,8197 Brett Shores Shoal,West Garyton,MD,+12025550124,2004-11-06,522-26-1209,10,62,a31504
312348,312348,Brooke,Gonzalez,058 Carson Trafficway Branch,West Garyton,MD,+12025550188,2006-10-02,795-17-9931,8,8,08c479
312349,312349,Lori,Martinez,056 Barnes Knolls Glen,West Garyton,MD,+12025550105,2009-05-07,025-31-4583,5,15,cbeaf0
312350,312350,Jeffrey,Doyle,07262 Benjamin Burg Road,West Garyton,MD,+12025550191,2006-03-15,198-30-6709,9,68,a876da
312351,312351,Jennifer,Moore,65042 Michelle Lodge Fort,West Garyton,MD,+12025550105,2012-07-26,789-81-3872,2,2,965fab
312352,312352,Wanda,Perry,603 Brian Drives Station,West Garyton,MD,+12025550188,2008-01-04,802-88-4114,7,9,91d9fe
312353,312353,David,Harper,359 Mark Court Mill,West Garyton,MD,+12025550137,2006-10-13,394-35-1084,8,2,536fe3
312354,312354,Robert,Elliott,796 Clinton Brooks Place,West Garyton,MD,+12025550105,2002-05-02,080-24-1921,12,51,e70736
312355,312355,Chad,Dougherty,109 Schultz Way Curve,West Garyton,MD,+12025550137,2008-10-12,413-91-6310,6,5,f31841
312356,312356,Samantha,Mcdonald,77894 Brandon Landing River,West Garyton,MD,+12025550187,2012-10-21,846-45-7144,2,0,25144d
312357,312357,Maureen,Watkins,154 Peggy Club Ridge,West Garyton,MD,+12025550187,2011-05-02,682-38-0693,3,12,219b59
312358,312358,Elizabeth,Smith,3180 Price Freeway Ferry,West Garyton,MD,+12025550105,2003-06-25,030-60-7258,11,72,fc5a46
312359,312359,Jeffrey,Olson,23770 Acevedo Views Turnpike,West Garyton,MD,+12025550191,2006-02-09,836-53-2223,9,110,57fb72
312360,312360,Donald,Lewis,477 Christopher Ville Camp,West Garyton,MD,+12025550191,2011-02-17,009-67-2331,4,0,ca746c
312361,312361,Cheryl,Stokes,381 Russell Circle Points,West Garyton,MD,+12025550191,2005-01-02,825-91-8294,10,53,246d53
312362,312362,Michael,Wyatt,295 Aguilar Mill Pine,West Garyton,MD,+12025550105,2008-02-25,029-60-1933,7,0,6234f4
312363,312363,Erika,Mcdaniel,9787 Bryan Shoal Ridge,West Garyton,MD,+12025550124,2012-03-20,300-38-1019,3,13,f7cf89
312364,312364,William,Walker,09285 Johnson Lane Path,West Garyton,MD,+12025550187,2010-01-24,548-44-2217,5,7,e4fe1c
312365,312365,Crystal,Cook,342 Delacruz Forks Estate,West Garyton,MD,+12025550137,2008-04-17,402-38-8401,7,3,da7a98
312366,312366,Sandra,Rodriguez,97803 Jones Island Ford,West Garyton,MD,+12025550191,2007-01-28,472-09-9328,8,5,419831
312367,312367,Christopher,Henry,195 Douglas Plaza Hills,West Garyton,MD,+12025550124,2005-10-14,794-33-8043,9,87,5e032a
312368,312368,Anthony,Martinez,632 Anderson Mills Loop,West Garyton,MD,+12025550105,2012-11-04,632-54-1028,2,3,ad2fb0
312369,312369,James,White,646 Huffman Club Parks,West Garyton,MD,+12025550187,2012-02-13,401-59-1265,3,4,a7a5fa
312370,312370,Erika,Allen,9562 Nunez Summit Fort,West Garyton,MD,+12025550124,2008-12-29,733-59-8016,6,0,9362a0
312371,312371,Melissa,Leach,34930 Herbert Rapids Wall,West Garyton,MD,+12025550105,2012-09-29,722-40-4315,2,0,6fed19
312372,312372,Hayden,Wagner,29861 Wang Brooks Roads,West Garyton,MD,+12025550191,2011-12-18,348-68-8302,3,5,1a9ee8
312373,312373,Michael,Hubbard,853 Randall Light Cliff,West Garyton,MD,+12025550137,2013-03-11,567-32-2540,2,6,270af3
312374,312374,Lisa,Suarez,4639 Jimenez Bypass Turnpike,West Garyton,MD,+12025550187,2012-01-28,543-07-7766,3,13,b4e02c
312375,312375,Alicia,Le,81304 Fitzgerald Island Light,West Garyton,MD,+12025550124,2011-02-01,431-78-9093,4,15,a9b319
312376,312376,Mark,Clark,2965 Moore Burgs Forge,West Garyton,MD,+12025550105,2007-08-07,269-70-9834,7,8,5c2133
312377,312377,Michael,Russo,817 Matthew Plains Knolls,West Garyton,MD,+12025550188,2002-11-22,799-33-1708,12,115,47e5cc
312378,312378,Terri,Myers,15629 Cooke Neck Glens,West Garyton,MD,+12025550188,2009-04-25,630-76-7328,6,0,7f9c25
312379,312379,Megan,Flores,23563 Harvey Ports Dale,West Garyton,MD,+12025550191,2003-06-24,675-61-9736,11,61,ecc909
312380,312380,Paula,Bates,292 James Cliffs Knoll,West Garyton,MD,+12025550191,2010-06-10,365-28-8139,4,7,526e1a
312381,312381,Lorraine,Williams,29869 Howard Squares Gardens,West Garyton,MD,+12025550191,2004-09-03,450-14-2363,10,94,d8e069
312382,312382,Janet,Huerta,94011 Gray Key Way,West Garyton,MD,+12025550137,2003-09-12,661-80-7137,11,96,510261
312383,312383,Patrick,Weber,3886 Friedman Points Port,West Garyton,MD,+12025550191,2003-05-15,458-06-0719,11,95,89f8a4
312384,312384,Gloria,Davis,711 Erickson Village Run,West Garyton,MD,+12025550124,2007-01-08,469-35-8279,8,0,8c1ead
312385,312385,Christopher,Garcia,99962 Tate Junction Skyway,West Garyton,MD,+12025550188,2011-02-02,374-90-8703,4,2,ff0acc
312386,312386,Laura,Love,8777 Harvey Passage Junction,West Garyton,MD,+12025550137,2006-11-18,061-31-8164,8,14,eecc69
312387,312387,Denise,Shaw,9043 Lisa Lane Lock,West Garyton,MD,+12025550124,2006-10-10,061-92-3775,8,9,a8b0a3
312388,312388,Jonathan,Kim,345 Joshua Crescent Terrace,West Garyton,MD,+12025550187,2013-07-10,032-26-8097,1,11,155695
312389,312389,Stacy,Daugherty,026 Peterson Underpass Trail,West Garyton,MD,+12025550187,2009-06-29,473-09-0152,5,11,1e4631
312390,312390,Jessica,Murray,38823 Pierce Trafficway Cove,West Garyton,MD,+12025550105,2009-07-25,368-66-0708,5,7,8c57e1
312391,312391,Cheryl,Davila,260 Karl Springs Mall,West Garyton,MD,+12025550191,2006-05-14,424-50-6538,8,10,b644b7
312392,312392,Eric,Duncan,286 Torres Spur Crossing,West Garyton,MD,+12025550187,2004-03-30,441-84-3953,11,103,403125
312393,312393,Diane,Conway,340 Ronald Ridge Parkways,West Garyton,MD,+12025550191,2010-02-05,740-95-5886,5,15,48e251
312394,312394,Wendy,Greer,94917 Johnson Hollow Ford,West Garyton,MD,+12025550187,2011-07-14,483-30-9305,3,6,8b43a0
312395,312395,Michael,Gallegos,03448 Rebecca Radial Prairie,West Garyton,MD,+12025550191,2007-02-18,683-96-8683,8,13,0bf9d4
312396,312396,Megan,Graham,23960 Watkins Rue Lodge,West Garyton,MD,+12025550187,2011-09-23,229-65-1261,3,11,b4a91b
312397,312397,Shane,Joseph,3683 Winters Trafficway Flat,West Garyton,MD,+12025550124,2006-12-25,136-54-5492,8,14,c61589
312398,312398,Sean,Martin,935 Dawn Station Mission,West Garyton,MD,+12025550105,2011-03-02,715-80-6622,4,12,a23e87
312399,312399,Stephen,Ryan,239 Krueger Alley Manor,West Garyton,MD,+12025550137,2004-04-11,050-82-5704,11,84,8d02be
312400,312400,Ann,Villa,321 Schultz Cove Springs,West Garyton,MD,+12025550124,2011-01-20,229-91-6885,4,9,06717f
312401,312401,Alexandra,Richardson,16441 Sarah Island Summit,West Garyton,MD,+12025550105,2004-11-14,788-02-2571,10,63,e2686d
312402,312402,Chelsea,May,9365 Tanya Lane Shore,West Garyton,MD,+12025550188,2003-11-04,550-01-8269,11,102,db16f8
312403,312403,Katherine,Fletcher,8955 Daniel Spring Ways,West Garyton,MD,+12025550187,2003-12-23,879-57-2677,11,57,0964be
312404,312404,Robert,Banks,9494 Michael Prairie Club,West Garyton,MD,+12025550105,2012-12-04,333-64-4824,2,15,54f26c
312405,312405,Katie,Franklin,35181 Gardner Mission Unions,West Garyton,MD,+12025550124,2007-08-20,846-33-5087,7,5,ae1d73
312406,312406,Hector,Cruz,41974 Erickson Meadow Lane,West Garyton,MD,+12025550188,2007-08-16,491-85-4392,7,14,d5391e
312407,312407,Jerry,Merritt,413 Mills Creek Hill,West Garyton,MD,+12025550191,2003-05-26,462-26-8296,11,98,99a141
312408,312408,Bryan,Weiss,468 Jonathan Rue Corners,West Garyton,MD,+12025550124,2006-03-03,580-89-8816,9,110,8d9506
312409,312409,Jenna,Lopez,928 Jordan Mills Well,West Garyton,MD,+12025550137,2010-09-13,303-17-8715,4,14,84967e
312410,312410,Andrew,Ramirez,4126 William Skyway Island,West Garyton,MD,+12025550187,2006-09-01,067-38-4571,8,15,732cde
312411,312411,Kimberly,Thompson,9745 Denise Brook Land,West Garyton,MD,+12025550105,2005-10-15,202-15-3389,9,63,5c851f
312412,312412,Jennifer,Morris,82048 Miller Via Estate,West Garyton,MD,+12025550187,2007-01-22,416-63-7496,8,7,ce74af
312413,312413,Ryan,Davis,068 Mariah Squares Drive,West Garyton,MD,+12025550187,2009-03-22,745-69-2302,6,8,897f52
312414,312414,Nathan,Sanchez,21514 Dean Inlet Throughway,West Garyton,MD,+12025550191,2012-08-03,083-29-2466,2,8,71f1c8
312415,312415,Amanda,Luna,2116 Anderson Pines Mountains,West Garyton,MD,+12025550187,2004-07-22,498-96-9424,10,104,d67538
312416,312416,Karen,Holland,8042 Bradley Skyway Hills,West Garyton,MD,+12025550187,2005-09-21,571-40-8106,9,51,bddf56
312417,312417,Timothy,Archer,665 Joshua Valleys Circle,West Garyton,MD,+12025550124,2005-11-02,827-53-3271,9,78,da2e47
312418,312418,Marissa,Owens,29053 Kelly Union Meadows,West Garyton,MD,+12025550137,2012-07-07,187-84-7566,2,2,3128ad
312419,312419,Joe,Chambers,1255 Cobb Grove Road,West Garyton,MD,+12025550187,2013-12-29,088-68-3006,1,10,163818
312420,312420,Nicole,Wood,221 Hodges Port Path,West Garyton,MD,+12025550105,2007-03-11,484-35-3779,8,13,bbe921
312421,312421,Mary,Smith,4166 Kirsten Shoals Burgs,West Garyton,MD,+12025550105,2003-05-21,505-67-2160,11,60,cf817b
312422,312422,Ryan,Mathews,148 Erica Forest Trace,West Garyton,MD,+12025550137,2003-01-26,694-11-9977,12,97,76a4e6
312423,312423,Daniel,Bishop,7931 Gardner Cape Ford,West Garyton,MD,+12025550188,2004-11-27,058-13-3208,10,55,fbaad9
312424,312424,Patrick,Mitchell,9630 Osborn Crescent Hollow,West Garyton,MD,+12025550187,2010-06-18,222-93-3827,4,7,77c1fc
312425,312425,Charles,Kerr,701 Carlson Shores Squares,West Garyton,MD,+12025550124,2012-01-29,022-82-0207,3,5,6d6bf3
312426,312426,Linda,Tanner,4150 Martinez Burgs Parkways,West Garyton,MD,+12025550187,2003-11-28,889-77-2649,11,54,7a2a09
312427,312427,Melanie,Meyer,979 Guzman Bridge Spur,West Garyton,MD,+12025550188,2002-06-26,681-64-5674,12,66,daeb4a
312428,312428,Teresa,Stevens,56664 Wilson Lane Motorway,West Garyton,MD,+12025550124,2013-03-20,638-32-7919,2,7,69cbd5
312429,312429,Kenneth,Robinson,83721 Sean Estate Dam,West Garyton,MD,+12025550124,2014-02-08,008-91-7568,1,15,b3ebc0
312430,312430,Robert,Hunter,815 Carlson Overpass Forest,West Garyton,MD,+12025550105,2006-03-07,749-95-2030,9,94,b834bb
312431,312431,James,Daniels,66250 Wiggins Junction Plains,West Garyton,MD,+12025550188,2013-10-20,659-60-1165,1,3,f90609
312432,312432,Trevor,Daniel,79781 Carey Locks Underpass,West Garyton,MD,+12025550105,2007-12-05,780-76-2230,7,10,5325d0
312433,312433,Travis,Sanchez,840 Janice Knoll Fords,West Garyton,MD,+12025550188,2011-09-06,835-84-4285,3,7,5a44fb
312434,312434,Katie,Greene,4473 Jackson Knoll Orchard,West Garyton,MD,+12025550187,2003-01-08,874-31-6263,12,58,294264
312435,312435,Tyler,Martin,694 Donovan Fords Cove,West Garyton,MD,+12025550105,2007-03-11,548-59-4157,8,4,5822ba
312436,312436,Melissa,Stone,35988 Larsen Loaf Key,West Garyton,MD,+12025550124,2002-12-09,443-07-7804,12,102,95add1
312437,312437,James,Munoz,67930 Samuel Stravenue Isle,West Garyton,MD,+12025550105,2002-12-26,778-22-8916,12,95,96aa64
312438,312438,Mikayla,Nielsen,04657 Peterson Course Turnpike,West Garyton,MD,+12025550105,2006-09-21,461-63-0057,8,4,229279
312439,312439,Isabella,Mccann,6897 Susan Oval Crest,West Garyton,MD,+12025550105,2004-07-02,510-21-2500,10,58,399660
312440,312440,Leon,Baxter,036 John Plaza Alley,West Garyton,MD,+12025550124,2014-04-27,554-29-8897,1,11,b0b7c3
312441,312441,Diana,Watts,166 Craig Path Grove,West Garyton,MD,+12025550191,2007-07-08,263-07-1167,7,13,322de6
312442,312442,Chad,Cobb,9176 Moody Shoals Bypass,West Garyton,MD,+12025550188,2004-08-05,276-23-8409,10,95,58d578
312443,312443,Christian,Nguyen,47493 Jamie Extensions Inlet,West Garyton,MD,+12025550105,2014-03-07,579-73-7992,1,6,524619
312444,312444,Ronald,Blackwell,050 Angela Passage Neck,West Garyton,MD,+12025550187,2008-04-22,720-18-1934,7,11,f354f1
312445,312445,Ann,Alexander,10813 Moore Track Prairie,West Garyton,MD,+12025550188,2002-11-07,004-33-5289,12,49,9b7049
312446,312446,Anthony,Lawrence,4180 Elizabeth Well Overpass,West Garyton,MD,+12025550191,2006-06-04,800-64-4277,8,4,bc1cdb
312447,312447,Catherine,Morrison,87685 Matthew Garden Neck,West Garyton,MD,+12025550124,2009-09-18,226-73-9124,5,13,7be0ad
312448,312448,Teresa,Espinoza,70859 Nichols Plaza Street,West Garyton,MD,+12025550105,2007-09-03,630-53-8497,7,9,f21192
312449,312449,Andrea,Clark,75635 Allison Pines Mission,West Garyton,MD,+12025550188,2013-08-13,037-44-4541,1,2,c4358b
312450,312450,Elizabeth,Brown,741 Melissa Plains Plains,West Garyton,MD,+12025550137,2005-06-21,761-02-6043,9,53,78b54d
312451,312451,Jasmine,Page,1184 Vasquez Curve Plains,West Garyton,MD,+12025550188,2008-09-19,823-73-2417,6,4,1354ce
312452,312452,Mikayla,Lopez,5062 Bridget Light Light,West Garyton,MD,+12025550187,2002-06-27,244-69-5030,12,109,386581
312453,312453,Anthony,Salinas,08093 Tracy Orchard Mission,West Garyton,MD,+12025550188,2014-02-10,612-41-4514,1,15,d92857
312454,312454,John,Ortiz,53285 Cheryl Curve Mall,West Garyton,MD,+12025550105,2003-08-11,499-80-5960,11,100,d4f68e
312455,312455,Charles,Fields,8183 Robert Mount Ports,West Garyton,MD,+12025550191,2010-06-07,110-09-7526,4,12,386d60
312456,312456,Ricky,Bryant,582 Katherine Mall Mountain,West Garyton,MD,+12025550105,2008-12-23,352-87-9168,6,14,f39dc7
312457,312457,Brenda,Ferguson,07475 Jared Green Keys,West Garyton,MD,+12025550188,2004-03-13,727-84-2567,11,49,25c253
312458,312458,Derek,Ellis,286 Derek Place Forge,West Garyton,MD,+12025550187,2012-02-20,778-26-0763,3,2,f92705
312459,312459,Mary,Andersen,8373 Nancy Canyon Harbors,West Garyton,MD,+12025550188,2008-08-15,735-43-7545,6,8,7b1489
312460,312460,Vicki,Lawrence,7037 Nicole Ports Plains,West Garyton,MD,+12025550188,2009-11-10,610-88-2894,5,5,f7d103
312461,312461,Charles,Mcdaniel,7330 Russell Cape Station,West Garyton,MD,+12025550187,2011-11-06,080-40-0103,3,9,1093eb
312462,312462,Henry,Lucas,4010 Mark Tunnel Camp,West Garyton,MD,+12025550105,2012-01-29,488-39-8411,3,15,9faf71
312463,312463,Jason,Burke,7492 Vargas Meadow Pass,West Garyton,MD,+12025550187,2008-12-18,414-47-7392,6,0,65c799
312464,312464,John,Erickson,65162 Jonathan Keys Dam,West Garyton,MD,+12025550188,2014-01-16,627-39-2420,1,5,afeda1
312465,312465,Amanda,Hughes,68233 Ortiz Heights Inlet,West Garyton,MD,+12025550188,2005-02-28,188-63-4983,10,88,a879fc
312466,312466,Jacob,Walsh,24102 Lawson Groves Mall,West Garyton,MD,+12025550188,2002-11-23,349-28-8013,12,61,29d976
312467,312467,Michael,Baker,72845 Mary Estates Stravenue,West Garyton,MD,+12025550105,2007-02-06,620-08-0948,8,2,c5fc3b
312468,312468,Bradley,Wilson,114 Jill Forest Ridges,West Garyton,MD,+12025550137,2005-04-08,648-56-3284,10,80,329c24
312469,312469,Diana,Martin,0734 Mark Land Unions,West Garyton,MD,+12025550191,2013-04-30,804-57-5735,2,3,3d9071
312470,312470,Marvin,Chandler,97230 Christopher Green Villages,West Garyton,MD,+12025550187,2003-08-19,117-01-0440,11,104,37cef3
312471,312471,Jonathan,Smith,8499 Scott Extension Island,West Garyton,MD,+12025550188,2013-01-19,781-60-7717,2,11,326e13
312472,312472,David,Gomez,6288 Ashley Divide Trail,West Garyton,MD,+12025550191,2009-07-31,085-94-8302,5,5,893448
312473,312473,James,Richards,862 Randall Pines Center,West Garyton,MD,+12025550188,2003-11-02,077-23-3264,11,72,6453b4
312474,312474,Paul,Huff,41764 Stephanie Creek Loaf,West Garyton,MD,+12025550124,2005-01-06,454-58-4647,10,56,e19c5d
312475,312475,Steven,Mullen,9912 Steven Isle Club,West Garyton,MD,+12025550191,2007-05-05,722-52-9346,7,15,ab1421
312476,312476,Andrew,Griffith,89168 Jamie Hill Lane,West Garyton,MD,+12025550105,2009-09-27,875-48-7720,5,9,d23074
312477,312477,Matthew,Lewis,99277 Turner Forge River,West Garyton,MD,+12025550124,2009-01-02,766-12-5452,6,0,ce0e81
312478,312478,John,Chaney,376 Myers Forge Light,West Garyton,MD,+12025550187,2012-06-19,688-95-7401,2,11,3ba22a
312479,312479,Crystal,Price,909 Johnston Flat Estate,West Garyton,MD,+12025550137,2004-06-24,887-47-5303,10,66,d0c226
312480,312480,Ryan,Barnes,162 Valenzuela Lake Vista,West Garyton,MD,+12025550105,2004-06-25,723-71-1666,10,53,fe0712
312481,312481,Robert,Edwards,14285 William Village Flat,West Garyton,MD,+12025550188,2006-05-11,845-09-5166,8,4,937b4d
312482,312482,Kristi,Ortiz,65994 Jackson Haven Court,West Garyton,MD,+12025550105,2004-05-07,804-43-3457,10,100,6d8f41
312483,312483,Morgan,Allen,75966 Smith Point Viaduct,West Garyton,MD,+12025550124,2011-11-21,444-36-4489,3,10,028cc0
312484,312484,Keith,Rivera,8242 Robert Glen Burg,West Garyton,MD,+12025550124,2003-07-22,665-18-3464,11,105,d87f52
312485,312485,Timothy,Ewing,09433 Hull Ridge Tunnel,West Garyton,MD,+12025550191,2011-12-26,762-46-7440,3,4,a8140d
312486,312486,James,Burke,762 Patel Meadows Gardens,West Garyton,MD,+12025550137,2007-01-29,214-79-1905,8,3,0578d0
312487,312487,Thomas,Mendez,0621 Short Landing Extension,West Garyton,MD,+12025550105,2009-04-07,544-46-1280,6,10,ffa6c8
312488,312488,Patricia,Nelson,5208 Jennifer Gardens Manor,West Garyton,MD,+12025550105,2005-12-09,821-57-4984,9,72,f24514
312489,312489,Sharon,Martinez,19124 Valdez Dale Knoll,West Garyton,MD,+12025550191,2012-09-28,411-21-9551,2,0,bb1d1b
312490,312490,Lori,Terrell,959 Perry Isle Gateway,West Garyton,MD,+12025550137,2009-09-13,551-94-6762,5,12,95f921
312491,312491,Gregory,Hamilton,7027 Little Valleys Knolls,West Garyton,MD,+12025550191,2013-06-27,154-04-8743,1,14,f41926
312492,312492,Phillip,Cruz,397 Danielle Place Fords,West Garyton,MD,+12025550105,2011-08-28,270-99-7516,3,12,8bb60f
312493,312493,Jonathan,Brewer,64676 Rowe Ferry Islands,West Garyton,MD,+12025550187,2003-11-28,036-87-0221,11,113,3b1a27
312494,312494,Megan,Finley,826 Walters Extensions Stravenue,West Garyton,MD,+12025550188,2012-02-23,272-98-3973,3,6,dc1060
312495,312495,Angela,Freeman,231 Christina Rest Locks,West Garyton,MD,+12025550188,2011-11-21,356-78-6548,3,15,a530b6
312496,312496,Kristin,Thomas,046 Barnes Stravenue Camp,West Garyton,MD,+12025550187,2004-06-05,682-92-7960,10,110,53c7f5
312497,312497,Stacey,Fernandez,87221 James Field Streets,West Garyton,MD,+12025550124,2010-01-13,094-49-5451,5,0,b1cb94
312498,312498,Angela,Smith,3243 Johnson Isle Crescent,West Garyton,MD,+12025550187,2013-02-11,611-51-2952,2,13,334624
312499,312499,Jonathan,Johnson,819 Melissa Locks Walks,West Garyton,MD,+12025550105,2006-03-27,562-40-5508,9,107,bae561
312500,312500,James,Diaz,32519 Cory Meadows Vista,West Garyton,MD,+12025550137,2009-10-30,164-42-9927,5,10,a21131
312501,312501,Paul,Ponce,68027 Harding Locks Trail,West Garyton,MD,+12025550124,2012-01-02,706-60-7183,3,5,de5ad8
312502,312502,Heather,Johnson,5461 Henderson Union Pass,West Garyton,MD,+12025550187,2006-03-13,208-56-0558,9,106,52b80c
312503,312503,Janet,Collier,306 Kyle Brook Haven,West Garyton,MD,+12025550191,2004-09-16,649-77-1714,10,75,fb48e8
312504,312504,Michelle,Harris,58375 Thompson Run Green,West Garyton,MD,+12025550137,2006-02-23,425-25-6375,9,80,55a9b0
312505,312505,Scott,Galvan,25892 Bowers Mount Shore,West Garyton,MD,+12025550105,2011-03-11,832-87-5579,4,9,cf071f
312506,312506,Tiffany,Taylor,007 Rebecca Branch Pike,West Garyton,MD,+12025550191,2003-09-29,647-87-3216,11,110,b42c03
312507,312507,Amanda,Morris,045 Kevin River Shore,West Garyton,MD,+12025550191,2004-01-11,536-73-5766,11,70,7a85fb
